result_id,ticker,sector,composite_score
862,ASML,semiconductors,38.02
863,ZION,regional_banks,33.37
864,KEY,regional_banks,33.45
865,HBAN,regional_banks,33.59
866,RF,regional_banks,36.68
867,FITB,regional_banks,30.54
868,LLY,healthcare,76.64
869,ABBV,healthcare,51.2
870,UNH,healthcare,42.53
871,JNJ,healthcare,54.94
872,AMZN,consumer_discretionary,63.47
873,TSLA,consumer_discretionary,40.15
874,HD,consumer_discretionary,58.32
875,NKE,consumer_discretionary,55.77
876,SBUX,consumer_discretionary,57.45
877,TGT,consumer_discretionary,55.23
878,NVDA,semiconductors,49.27
879,AMD,semiconductors,26.75
880,AVGO,semiconductors,47.93
881,TSM,semiconductors,50.41
882,MU,semiconductors,45.31
883,ASML,semiconductors,46.04
884,ZION,regional_banks,47.45
885,KEY,regional_banks,42.33
886,HBAN,regional_banks,48.05
887,RF,regional_banks,50.75
888,FITB,regional_banks,44.19
889,ABBV,healthcare,56.57
890,UNH,healthcare,41.69
891,JNJ,healthcare,63.54
892,AMZN,consumer_discretionary,56.97
893,TSLA,consumer_discretionary,41.06
894,HD,consumer_discretionary,57.26
895,NKE,consumer_discretionary,63.09
896,SBUX,consumer_discretionary,57.67
897,TGT,consumer_discretionary,57.99
898,NVDA,semiconductors,55.15
899,AMD,semiconductors,23.42
900,AVGO,semiconductors,43.09
901,TSM,semiconductors,52.52
902,MU,semiconductors,47.89
903,ASML,semiconductors,42.27
904,ZION,regional_banks,46.71
905,KEY,regional_banks,41.79
906,HBAN,regional_banks,47.96
907,RF,regional_banks,50.8
908,FITB,regional_banks,44.24
909,MRK,healthcare,69.81
910,ABBV,healthcare,57.84
911,UNH,healthcare,40.18
912,JNJ,healthcare,71.02
913,AMZN,consumer_discretionary,57.15
914,TSLA,consumer_discretionary,43.25
915,HD,consumer_discretionary,62.04
916,NKE,consumer_discretionary,60.36
917,SBUX,consumer_discretionary,59.56
918,TGT,consumer_discretionary,59.2
919,NVDA,semiconductors,45.82
920,AMD,semiconductors,19.54
921,AVGO,semiconductors,43.8
922,TSM,semiconductors,50.04
923,MU,semiconductors,43.88
924,ASML,semiconductors,47.95
925,ZION,regional_banks,51.77
926,KEY,regional_banks,45.76
927,HBAN,regional_banks,53.35
928,RF,regional_banks,56.16
929,FITB,regional_banks,50.4
930,MRK,healthcare,63.04
931,ABBV,healthcare,65.87
932,UNH,healthcare,36.81
933,AMZN,consumer_discretionary,65.65
934,TSLA,consumer_discretionary,41.4
935,HD,consumer_discretionary,63.43
936,NKE,consumer_discretionary,46.63
937,SBUX,consumer_discretionary,63.9
938,TGT,consumer_discretionary,55.82
939,NVDA,semiconductors,48.57
940,AMD,semiconductors,27.46
941,AVGO,semiconductors,45.69
942,TSM,semiconductors,52.3
943,MU,semiconductors,46.49
944,ASML,semiconductors,55.77
945,ZION,regional_banks,52.69
946,KEY,regional_banks,46.45
947,HBAN,regional_banks,58.72
948,RF,regional_banks,57.03
949,FITB,regional_banks,51.6
950,MRK,healthcare,68.27
951,ABBV,healthcare,61.53
952,UNH,healthcare,36.34
953,AMZN,consumer_discretionary,65.3
954,TSLA,consumer_discretionary,42.74
955,HD,consumer_discretionary,68.47
956,NKE,consumer_discretionary,58.0
957,SBUX,consumer_discretionary,64.5
958,TGT,consumer_discretionary,62.33
959,NVDA,semiconductors,50.39
960,AMD,semiconductors,31.76
961,AVGO,semiconductors,49.09
962,TSM,semiconductors,47.17
963,MU,semiconductors,47.27
964,ASML,semiconductors,55.16
965,ZION,regional_banks,47.15
966,KEY,regional_banks,53.52
967,HBAN,regional_banks,55.76
968,RF,regional_banks,56.0
969,FITB,regional_banks,54.36
970,LLY,healthcare,77.84
971,PFE,healthcare,68.88
972,MRK,healthcare,68.65
973,ABBV,healthcare,67.0
974,UNH,healthcare,38.49
975,JNJ,healthcare,58.36
976,AMZN,consumer_discretionary,69.81
977,TSLA,consumer_discretionary,43.43
978,HD,consumer_discretionary,62.83
979,NKE,consumer_discretionary,58.11
980,SBUX,consumer_discretionary,64.98
981,TGT,consumer_discretionary,67.38
982,NVDA,semiconductors,56.79
983,AMD,semiconductors,52.35
984,AVGO,semiconductors,61.8
985,TSM,semiconductors,58.99
986,MU,semiconductors,62.07
987,ASML,semiconductors,62.33
988,ZION,regional_banks,46.37
989,KEY,regional_banks,58.83
990,HBAN,regional_banks,52.86
991,RF,regional_banks,52.67
992,FITB,regional_banks,52.67
993,PFE,healthcare,63.91
994,MRK,healthcare,69.32
995,ABBV,healthcare,61.34
996,UNH,healthcare,43.94
997,JNJ,healthcare,53.95
998,AMZN,consumer_discretionary,67.07
999,TSLA,consumer_discretionary,43.15
1000,HD,consumer_discretionary,57.72
1001,NKE,consumer_discretionary,40.47
1002,SBUX,consumer_discretionary,65.85
1003,TGT,consumer_discretionary,69.53
1004,NVDA,semiconductors,61.35
1005,AMD,semiconductors,53.34
1006,AVGO,semiconductors,65.73
1007,TSM,semiconductors,62.18
1008,MU,semiconductors,64.88
1009,ASML,semiconductors,63.27
1010,ZION,regional_banks,48.1
1011,KEY,regional_banks,59.89
1012,HBAN,regional_banks,53.77
1013,RF,regional_banks,53.42
1014,FITB,regional_banks,53.86
1015,PFE,healthcare,66.55
1016,MRK,healthcare,69.09
1017,ABBV,healthcare,66.31
1018,UNH,healthcare,44.11
1019,JNJ,healthcare,54.39
1020,AMZN,consumer_discretionary,69.2
1021,TSLA,consumer_discretionary,47.46
1022,HD,consumer_discretionary,49.21
1023,NKE,consumer_discretionary,38.46
1024,SBUX,consumer_discretionary,65.3
1025,TGT,consumer_discretionary,68.46
1026,NVDA,semiconductors,64.73
1027,AMD,semiconductors,53.97
1028,AVGO,semiconductors,64.94
1029,TSM,semiconductors,62.73
1030,MU,semiconductors,63.7
1031,ASML,semiconductors,56.41
1032,ZION,regional_banks,55.5
1033,KEY,regional_banks,62.08
1034,HBAN,regional_banks,58.61
1035,RF,regional_banks,54.98
1036,FITB,regional_banks,52.6
1037,LLY,healthcare,65.72
1038,ABBV,healthcare,67.94
1039,UNH,healthcare,41.28
1040,JNJ,healthcare,57.02
1041,AMZN,consumer_discretionary,67.58
1042,TSLA,consumer_discretionary,45.92
1043,HD,consumer_discretionary,36.11
1044,NKE,consumer_discretionary,34.83
1045,SBUX,consumer_discretionary,61.09
1046,TGT,consumer_discretionary,69.79
1047,NVDA,semiconductors,69.33
1048,AMD,semiconductors,60.25
1049,AVGO,semiconductors,68.1
1050,TSM,semiconductors,65.98
1051,MU,semiconductors,68.01
1052,ASML,semiconductors,61.62
1053,ZION,regional_banks,46.49
1054,KEY,regional_banks,53.83
1055,HBAN,regional_banks,50.78
1056,RF,regional_banks,46.63
1057,FITB,regional_banks,43.04
1058,LLY,healthcare,64.57
1059,ABBV,healthcare,69.87
1060,UNH,healthcare,50.8
1061,JNJ,healthcare,60.09
1062,AMZN,consumer_discretionary,47.39
1063,TSLA,consumer_discretionary,36.61
1064,HD,consumer_discretionary,17.35
1065,NKE,consumer_discretionary,18.2
1066,SBUX,consumer_discretionary,46.2
1067,TGT,consumer_discretionary,51.3
1068,NVDA,semiconductors,74.41
1069,AMD,semiconductors,62.02
1070,AVGO,semiconductors,68.49
1071,TSM,semiconductors,64.25
1072,MU,semiconductors,68.68
1073,ASML,semiconductors,59.89
1074,ZION,regional_banks,50.14
1075,KEY,regional_banks,53.89
1076,HBAN,regional_banks,49.98
1077,RF,regional_banks,47.47
1078,FITB,regional_banks,44.38
1079,LLY,healthcare,67.55
1080,ABBV,healthcare,69.62
1081,UNH,healthcare,39.79
1082,JNJ,healthcare,60.1
1083,AMZN,consumer_discretionary,49.66
1084,TSLA,consumer_discretionary,44.34
1085,HD,consumer_discretionary,17.14
1086,NKE,consumer_discretionary,28.92
1087,SBUX,consumer_discretionary,47.86
1088,TGT,consumer_discretionary,52.25
1089,AMD,semiconductors,60.36
1090,AVGO,semiconductors,74.28
1091,TSM,semiconductors,60.86
1092,MU,semiconductors,72.08
1093,ASML,semiconductors,63.65
1094,ZION,regional_banks,48.52
1095,KEY,regional_banks,56.78
1096,HBAN,regional_banks,52.65
1097,RF,regional_banks,46.37
1098,FITB,regional_banks,49.27
1099,LLY,healthcare,69.93
1100,ABBV,healthcare,73.15
1101,UNH,healthcare,45.44
1102,JNJ,healthcare,68.82
1103,AMZN,consumer_discretionary,62.0
1104,TSLA,consumer_discretionary,37.76
1105,HD,consumer_discretionary,29.83
1106,NKE,consumer_discretionary,43.59
1107,SBUX,consumer_discretionary,46.87
1108,TGT,consumer_discretionary,37.11
1109,NVDA,semiconductors,62.41
1110,AMD,semiconductors,62.92
1111,TSM,semiconductors,61.51
1112,ASML,semiconductors,58.96
1113,ZION,regional_banks,52.23
1114,KEY,regional_banks,60.93
1115,HBAN,regional_banks,59.3
1116,RF,regional_banks,50.02
1117,FITB,regional_banks,54.47
1118,LLY,healthcare,69.78
1119,PFE,healthcare,67.93
1120,UNH,healthcare,46.04
1121,JNJ,healthcare,61.03
1122,AMZN,consumer_discretionary,62.44
1123,TSLA,consumer_discretionary,35.02
1124,HD,consumer_discretionary,25.4
1125,NKE,consumer_discretionary,34.77
1126,SBUX,consumer_discretionary,50.78
1127,TGT,consumer_discretionary,32.59
1128,NVDA,semiconductors,67.08
1129,AMD,semiconductors,67.06
1130,TSM,semiconductors,61.78
1131,ASML,semiconductors,59.87
1132,ZION,regional_banks,55.27
1133,KEY,regional_banks,64.45
1134,HBAN,regional_banks,60.2
1135,RF,regional_banks,51.8
1136,FITB,regional_banks,56.05
1137,LLY,healthcare,69.95
1138,PFE,healthcare,69.46
1139,UNH,healthcare,51.72
1140,JNJ,healthcare,67.93
1141,AMZN,consumer_discretionary,59.6
1142,TSLA,consumer_discretionary,37.7
1143,HD,consumer_discretionary,25.57
1144,NKE,consumer_discretionary,38.24
1145,SBUX,consumer_discretionary,48.97
1146,TGT,consumer_discretionary,31.85
1147,NVDA,semiconductors,67.04
1148,AMD,semiconductors,63.26
1149,AVGO,semiconductors,60.72
1150,TSM,semiconductors,60.31
1151,MU,semiconductors,68.67
1152,ASML,semiconductors,59.24
1153,ZION,regional_banks,65.42
1154,KEY,regional_banks,66.36
1155,HBAN,regional_banks,68.17
1156,RF,regional_banks,52.76
1157,FITB,regional_banks,58.65
1158,LLY,healthcare,65.79
1159,PFE,healthcare,68.47
1160,ABBV,healthcare,64.85
1161,UNH,healthcare,57.61
1162,JNJ,healthcare,66.21
1163,AMZN,consumer_discretionary,46.94
1164,TSLA,consumer_discretionary,31.6
1165,HD,consumer_discretionary,27.23
1166,NKE,consumer_discretionary,31.49
1167,SBUX,consumer_discretionary,50.01
1168,TGT,consumer_discretionary,37.27
1169,NVDA,semiconductors,61.21
1170,AMD,semiconductors,58.81
1171,AVGO,semiconductors,54.02
1172,TSM,semiconductors,61.21
1173,MU,semiconductors,66.69
1174,ASML,semiconductors,53.47
1175,ZION,regional_banks,63.65
1176,KEY,regional_banks,62.87
1177,HBAN,regional_banks,71.84
1178,RF,regional_banks,51.12
1179,FITB,regional_banks,54.9
1180,LLY,healthcare,62.37
1181,PFE,healthcare,68.78
1182,ABBV,healthcare,59.88
1183,UNH,healthcare,55.49
1184,JNJ,healthcare,66.17
1185,AMZN,consumer_discretionary,47.1
1186,TSLA,consumer_discretionary,29.13
1187,HD,consumer_discretionary,27.55
1188,NKE,consumer_discretionary,26.55
1189,SBUX,consumer_discretionary,47.49
1190,TGT,consumer_discretionary,39.68
1191,NVDA,semiconductors,62.98
1192,AMD,semiconductors,56.92
1193,AVGO,semiconductors,56.08
1194,TSM,semiconductors,62.5
1195,MU,semiconductors,66.5
1196,ASML,semiconductors,60.96
1197,ZION,regional_banks,64.95
1198,KEY,regional_banks,63.99
1199,RF,regional_banks,58.13
1200,FITB,regional_banks,58.05
1201,LLY,healthcare,61.86
1202,ABBV,healthcare,62.93
1203,UNH,healthcare,49.92
1204,JNJ,healthcare,68.73
1205,AMZN,consumer_discretionary,52.66
1206,TSLA,consumer_discretionary,40.67
1207,HD,consumer_discretionary,26.48
1208,NKE,consumer_discretionary,29.3
1209,SBUX,consumer_discretionary,49.27
1210,TGT,consumer_discretionary,34.78
1211,NVDA,semiconductors,65.04
1212,AMD,semiconductors,59.94
1213,AVGO,semiconductors,58.96
1214,TSM,semiconductors,60.93
1215,MU,semiconductors,67.95
1216,ASML,semiconductors,60.02
1217,ZION,regional_banks,58.5
1218,KEY,regional_banks,67.1
1219,HBAN,regional_banks,67.96
1220,RF,regional_banks,55.4
1221,FITB,regional_banks,55.83
1222,LLY,healthcare,62.84
1223,PFE,healthcare,68.17
1224,UNH,healthcare,54.15
1225,JNJ,healthcare,63.09
1226,AMZN,consumer_discretionary,54.15
1227,TSLA,consumer_discretionary,40.25
1228,HD,consumer_discretionary,24.22
1229,NKE,consumer_discretionary,33.96
1230,SBUX,consumer_discretionary,44.68
1231,TGT,consumer_discretionary,24.91
1232,NVDA,semiconductors,48.16
1233,AMD,semiconductors,25.06
1234,AVGO,semiconductors,25.23
1235,TSM,semiconductors,36.63
1236,MU,semiconductors,45.63
1237,ASML,semiconductors,37.28
1238,ZION,regional_banks,62.21
1239,KEY,regional_banks,60.96
1240,HBAN,regional_banks,56.73
1241,RF,regional_banks,58.25
1242,FITB,regional_banks,51.54
1243,LLY,healthcare,55.83
1244,PFE,healthcare,62.12
1245,ABBV,healthcare,65.52
1246,UNH,healthcare,43.36
1247,JNJ,healthcare,63.77
1248,AMZN,consumer_discretionary,68.45
1249,TSLA,consumer_discretionary,57.37
1250,HD,consumer_discretionary,41.17
1251,NKE,consumer_discretionary,53.99
1252,SBUX,consumer_discretionary,56.42
1253,TGT,consumer_discretionary,41.23
1254,NVDA,semiconductors,51.78
1255,AMD,semiconductors,35.3
1256,AVGO,semiconductors,29.83
1257,TSM,semiconductors,46.65
1258,MU,semiconductors,46.1
1259,ASML,semiconductors,34.48
1260,ZION,regional_banks,63.15
1261,KEY,regional_banks,62.77
1262,HBAN,regional_banks,57.25
1263,RF,regional_banks,56.43
1264,FITB,regional_banks,52.23
1265,LLY,healthcare,60.6
1266,PFE,healthcare,64.25
1267,MRK,healthcare,69.17
1268,ABBV,healthcare,66.41
1269,UNH,healthcare,49.67
1270,JNJ,healthcare,68.85
1271,AMZN,consumer_discretionary,48.17
1272,TSLA,consumer_discretionary,41.1
1273,HD,consumer_discretionary,21.76
1274,NKE,consumer_discretionary,40.12
1275,SBUX,consumer_discretionary,34.54
1276,TGT,consumer_discretionary,30.14
1277,NVDA,semiconductors,54.0
1278,AMD,semiconductors,35.95
1279,AVGO,semiconductors,32.28
1280,TSM,semiconductors,46.34
1281,MU,semiconductors,48.26
1282,ASML,semiconductors,36.66
1283,ZION,regional_banks,57.08
1284,KEY,regional_banks,61.44
1285,HBAN,regional_banks,61.23
1286,RF,regional_banks,51.36
1287,FITB,regional_banks,49.42
1288,LLY,healthcare,63.65
1289,PFE,healthcare,62.46
1290,ABBV,healthcare,67.48
1291,UNH,healthcare,50.44
1292,JNJ,healthcare,70.95
1293,AMZN,consumer_discretionary,56.53
1294,TSLA,consumer_discretionary,45.95
1295,HD,consumer_discretionary,47.62
1296,NKE,consumer_discretionary,45.19
1297,SBUX,consumer_discretionary,37.02
1298,TGT,consumer_discretionary,27.58
1299,NVDA,semiconductors,53.04
1300,AMD,semiconductors,25.01
1301,AVGO,semiconductors,26.21
1302,TSM,semiconductors,46.3
1303,MU,semiconductors,47.83
1304,ASML,semiconductors,38.28
1305,ZION,regional_banks,39.56
1306,KEY,regional_banks,38.21
1307,HBAN,regional_banks,46.43
1308,RF,regional_banks,37.51
1309,FITB,regional_banks,51.35
1310,LLY,healthcare,68.27
1311,PFE,healthcare,64.24
1312,MRK,healthcare,66.46
1313,ABBV,healthcare,64.95
1314,UNH,healthcare,45.94
1315,AMZN,consumer_discretionary,77.1
1316,TSLA,consumer_discretionary,38.16
1317,HD,consumer_discretionary,72.91
1318,NKE,consumer_discretionary,64.97
1319,SBUX,consumer_discretionary,54.42
1320,TGT,consumer_discretionary,46.02
1321,NVDA,semiconductors,56.21
1322,AMD,semiconductors,28.06
1323,AVGO,semiconductors,27.15
1324,TSM,semiconductors,49.64
1325,MU,semiconductors,49.95
1326,ASML,semiconductors,34.47
1327,ZION,regional_banks,20.84
1328,KEY,regional_banks,32.16
1329,HBAN,regional_banks,32.95
1330,FITB,regional_banks,52.83
1331,ABBV,healthcare,69.78
1332,UNH,healthcare,50.6
1333,TSLA,consumer_discretionary,56.06
1334,NKE,consumer_discretionary,64.49
1335,SBUX,consumer_discretionary,47.0
1336,TGT,consumer_discretionary,47.43
1337,NVDA,semiconductors,57.16
1338,AMD,semiconductors,26.5
1339,AVGO,semiconductors,25.07
1340,TSM,semiconductors,50.24
1341,MU,semiconductors,49.8
1342,ASML,semiconductors,34.37
1343,ZION,regional_banks,20.84
1344,KEY,regional_banks,32.28
1345,HBAN,regional_banks,33.0
1346,FITB,regional_banks,54.12
1347,UNH,healthcare,49.12
1348,TSLA,consumer_discretionary,59.48
1349,NKE,consumer_discretionary,64.78
1350,SBUX,consumer_discretionary,45.24
1351,TGT,consumer_discretionary,42.43
1352,NVDA,semiconductors,58.36
1353,AMD,semiconductors,23.8
1354,AVGO,semiconductors,23.94
1355,TSM,semiconductors,47.89
1356,MU,semiconductors,46.66
1357,ASML,semiconductors,33.05
1358,ZION,regional_banks,21.15
1359,KEY,regional_banks,25.0
1360,HBAN,regional_banks,29.52
1361,RF,regional_banks,21.93
1362,FITB,regional_banks,51.66
1363,LLY,healthcare,69.39
1364,ABBV,healthcare,69.59
1365,UNH,healthcare,43.57
1366,JNJ,healthcare,66.1
1367,TSLA,consumer_discretionary,40.03
1368,HD,consumer_discretionary,66.7
1369,NKE,consumer_discretionary,61.29
1370,SBUX,consumer_discretionary,41.17
1371,TGT,consumer_discretionary,71.77
1372,NVDA,semiconductors,52.56
1373,AMD,semiconductors,24.69
1374,AVGO,semiconductors,23.63
1375,TSM,semiconductors,46.52
1376,MU,semiconductors,43.55
1377,ASML,semiconductors,28.270000000000003
1378,ZION,regional_banks,19.56
1379,KEY,regional_banks,22.62
1380,HBAN,regional_banks,31.66
1381,RF,regional_banks,17.15
1382,FITB,regional_banks,47.05
1383,LLY,healthcare,64.14
1384,PFE,healthcare,69.19
1385,MRK,healthcare,68.65
1386,ABBV,healthcare,63.13
1387,UNH,healthcare,32.47
1388,JNJ,healthcare,65.97
1389,AMZN,consumer_discretionary,69.54
1390,TSLA,consumer_discretionary,57.81
1391,HD,consumer_discretionary,61.56
1392,NKE,consumer_discretionary,49.74
1393,SBUX,consumer_discretionary,53.95
1394,NVDA,semiconductors,54.51
1395,AMD,semiconductors,23.06
1396,AVGO,semiconductors,32.14
1397,TSM,semiconductors,49.82
1398,MU,semiconductors,50.73
1399,ASML,semiconductors,35.84
1400,ZION,regional_banks,29.63
1401,KEY,regional_banks,29.38
1402,HBAN,regional_banks,35.97
1403,RF,regional_banks,27.57
1404,FITB,regional_banks,50.05
1405,LLY,healthcare,67.68
1406,MRK,healthcare,69.97
1407,ABBV,healthcare,69.35
1408,UNH,healthcare,52.96
1409,JNJ,healthcare,67.71
1410,TSLA,consumer_discretionary,57.96
1411,HD,consumer_discretionary,64.44
1412,NKE,consumer_discretionary,51.57
1413,SBUX,consumer_discretionary,59.94
1414,NVDA,semiconductors,38.41
1415,AMD,semiconductors,28.21
1416,AVGO,semiconductors,39.23
1417,TSM,semiconductors,45.74
1418,MU,semiconductors,51.37
1419,ASML,semiconductors,37.17
1420,ZION,regional_banks,35.16
1421,KEY,regional_banks,30.12
1422,HBAN,regional_banks,40.26
1423,RF,regional_banks,24.73
1424,FITB,regional_banks,47.96
1425,LLY,healthcare,67.3
1426,MRK,healthcare,69.06
1427,ABBV,healthcare,62.09
1428,UNH,healthcare,51.57
1429,JNJ,healthcare,68.54
1430,TSLA,consumer_discretionary,40.59
1431,HD,consumer_discretionary,57.94
1432,NKE,consumer_discretionary,50.16
1433,SBUX,consumer_discretionary,57.72
1434,TGT,consumer_discretionary,60.38
1435,NVDA,semiconductors,30.22
1436,AMD,semiconductors,27.59
1437,AVGO,semiconductors,36.1
1438,TSM,semiconductors,46.66
1439,MU,semiconductors,51.82
1440,ASML,semiconductors,36.24
1441,ZION,regional_banks,22.39
1442,KEY,regional_banks,17.32
1443,HBAN,regional_banks,27.91
1444,RF,regional_banks,13.46
1445,FITB,regional_banks,43.66
1446,LLY,healthcare,63.96
1447,PFE,healthcare,67.21
1448,MRK,healthcare,65.32
1449,ABBV,healthcare,60.4
1450,JNJ,healthcare,63.87
1451,TSLA,consumer_discretionary,57.71
1452,HD,consumer_discretionary,50.46
1453,NKE,consumer_discretionary,55.42
1454,SBUX,consumer_discretionary,56.88
1455,TGT,consumer_discretionary,55.99
1456,NVDA,semiconductors,40.05
1457,AMD,semiconductors,29.53
1458,AVGO,semiconductors,39.08
1459,TSM,semiconductors,48.53
1460,MU,semiconductors,52.62
1461,ASML,semiconductors,36.92
1462,ZION,regional_banks,27.59
1463,KEY,regional_banks,19.71
1464,HBAN,regional_banks,36.52
1465,RF,regional_banks,20.62
1466,FITB,regional_banks,27.06
1467,LLY,healthcare,67.7
1468,MRK,healthcare,65.63
1469,ABBV,healthcare,64.52
1470,JNJ,healthcare,68.09
1471,AMZN,consumer_discretionary,64.41
1472,TSLA,consumer_discretionary,67.66
1473,HD,consumer_discretionary,55.13
1474,NKE,consumer_discretionary,60.47
1475,SBUX,consumer_discretionary,56.94
1476,TGT,consumer_discretionary,58.31
