logged_at_utc,scan_type,ticker,yf_first,yf_last,yf_bars,sa_first,sa_last,sa_bars,common_days,sa_staleness_days,close_pct_diff_last,close_pct_diff_max,close_pct_diff_mean,adj_pct_diff_last,adj_pct_diff_max,last_common_date,yf_close,sa_close,sa_adj,yf_volume,sa_volume,volume_pct_diff_last,ohlc_pct_diff_max_last,note
2026-08-31T12:39:15.806423+00:00,pre_market,NKE,2026-03-02,2026-08-28,126,2025-08-28,2026-08-28,252,126,0,-0.0,0.8869,0.4435,3859.9998,6000.9997,2026-08-28,39.6,39.6,1.0,28392600,28437375.444899,-0.1575,0.0,
2026-08-31T12:39:15.806423+00:00,pre_market,NVDA,2026-03-02,2026-08-28,126,2025-08-28,2026-08-28,252,126,0,0.0,0.1218,0.0613,21655.0003,23474.0011,2026-08-28,217.55,217.55,1.0,194586600,195116417.102767,-0.2715,0.0,
2026-08-31T12:39:15.806423+00:00,pre_market,ONB,2026-03-02,2026-08-28,126,2025-08-28,2026-08-28,252,126,0,0.0,1.2172,0.3362,2485.0,2629.0001,2026-08-28,25.85,25.85,1.0,3420200,3420206.39348,-0.0002,0.0,
2026-08-31T12:39:15.806423+00:00,pre_market,ORLY,2026-03-02,2026-08-28,126,2025-08-28,2026-08-28,252,126,0,0.0,0.0,0.0,8750.0,9840.0002,2026-08-28,88.5,88.5,1.0,4704800,4704806.921315,-0.0001,0.0,
2026-08-31T12:39:15.806423+00:00,pre_market,PFE,2026-03-02,2026-08-28,126,2025-08-28,2026-08-28,252,126,0,-0.0,3.3153,1.9725,2695.9999,2757.0,2026-08-28,27.96,27.96,1.0,27175800,27183853.208826,-0.0296,0.0,
2026-08-31T12:39:15.806423+00:00,pre_market,PNFP,2026-03-02,2026-08-28,126,2025-08-28,2026-08-28,252,126,0,-0.0,0.9728,0.5818,10008.9996,10802.9999,2026-08-28,101.09,101.09,1.0,916800,916763.957498,0.0039,0.0,
2026-08-31T12:39:15.806423+00:00,pre_market,QCOM,2026-03-02,2026-08-28,126,2025-08-28,2026-08-28,252,126,0,0.0,1.0036,0.2079,16319.0002,25002.0,2026-08-28,164.19,164.19,1.0,7752100,7754515,-0.0311,0.0,
2026-08-31T12:39:15.806423+00:00,pre_market,RF,2026-03-02,2026-08-28,126,2025-08-28,2026-08-28,252,126,0,-0.0,0.9464,0.4732,2933.0,3140.0002,2026-08-28,30.33,30.33,1.0,5901900,5901893.920023,0.0001,0.0163,
2026-08-31T12:39:15.806423+00:00,pre_market,SBUX,2026-03-02,2026-08-28,126,2025-08-28,2026-08-28,252,126,0,-0.0,1.1506,0.765,10684.9998,10755.0,2026-08-28,107.85,107.85,1.0,4832200,4832834,-0.0131,0.0,
2026-08-31T12:39:15.806423+00:00,pre_market,SYK,2026-03-02,2026-08-28,126,2025-08-28,2026-08-28,252,126,0,0.0,0.5354,0.2202,32969.0002,38602.0013,2026-08-28,330.69,330.69,1.0,2227700,2227794.03263,-0.0042,0.0,
2026-08-31T12:39:15.806423+00:00,pre_market,TFC,2026-03-02,2026-08-28,126,2025-08-28,2026-08-28,252,126,0,0.0,2.0165,1.29,4943.0,5224.9998,2026-08-28,50.43,50.43,1.0,4618600,4619550.070614,-0.0206,0.0,
2026-08-31T12:39:15.806423+00:00,pre_market,TGT,2026-03-02,2026-08-28,126,2025-08-28,2026-08-28,252,126,0,-0.0,1.6905,1.0591,16217.9993,16888.9999,2026-08-28,163.18,163.18,1.0,3643800,3644518.362704,-0.0197,0.0,
