ticker,date,technical_total,sentiment_total,rs_zscore,rsi_14,mom_5d
ASML,2022-08-04 00:00:00+00:00,27.17,11.5,3.068084194740758,68.13833888428206,0.052006559402140835
ASML,2023-07-14 00:00:00+00:00,32.88,13.0,0.9339268012303428,63.57605236757493,0.08221148759607746
ASML,2024-06-06 00:00:00+00:00,28.2,13.0,1.7108054217237783,69.07536140152229,0.08952302652826193
ASML,2025-01-07 00:00:00+00:00,29.1,13.0,0.8257300837497241,63.95524435650718,0.08824261943865365
ASML,2025-09-08 00:00:00+00:00,30.34,13.0,1.9156135020533487,64.14376053901952,0.07221717668459264
ASML,2025-09-09 00:00:00+00:00,27.13,13.0,1.9367321699074644,65.97840644500889,0.10922368177688391
ASML,2025-12-03 00:00:00+00:00,26.65,13.0,0.22621922412583598,68.53860993788831,0.13725806472291996
ASML,2026-06-12 00:00:00+00:00,27.11,13.0,1.8505567161675014,65.86015154650097,0.1351066916278773
AVGO,2013-06-18 00:00:00+00:00,26.37,13.0,1.3666761681679405,68.76867447925642,0.0740560231941955
AVGO,2013-09-19 00:00:00+00:00,25.57,11.5,0.579071315047662,69.59741753970789,0.0502187206477274
AVGO,2013-10-15 00:00:00+00:00,23.56,9.5,1.194553328758629,65.599328062599,0.026761158109596395
AVGO,2013-12-06 00:00:00+00:00,28.27,11.5,0.20417260336837167,62.62040400421064,0.04985462530899381
AVGO,2014-02-12 00:00:00+00:00,26.29,13.0,0.11831265883522613,69.11012818300274,0.09188609178433362
AVGO,2015-01-09 00:00:00+00:00,27.04,11.5,0.5752817259032776,64.74981537455088,0.048056753093896565
AVGO,2015-11-30 00:00:00+00:00,28.88,9.5,0.6585999246865231,59.6179505046213,0.03204100921672009
AVGO,2015-12-02 00:00:00+00:00,29.44,9.5,1.0785801733092841,61.256554222559714,0.030154201111256385
AVGO,2016-03-14 00:00:00+00:00,24.61,9.5,0.7223089121416733,65.53264837269656,0.03226246358528375
AVGO,2016-04-14 00:00:00+00:00,26.44,9.5,0.4440718596384503,64.8143231376686,0.024843774134095824
AVGO,2016-12-21 00:00:00+00:00,28.03,9.5,0.851081023949332,64.24013148151104,0.02629195747277636
AVGO,2017-01-19 00:00:00+00:00,32.28,9.5,0.6537311173306775,63.86054144973649,0.034221237456872125
AVGO,2017-05-11 00:00:00+00:00,24.67,9.5,0.4631793520872186,67.79116028230646,0.034422394884666266
AVGO,2017-06-05 00:00:00+00:00,25.97,11.5,0.9992457190058412,67.38323953359583,0.04560319906152847
AVGO,2018-06-01 00:00:00+00:00,25.12,11.5,0.7375988939386725,68.9583910208205,0.052601282598999474
AVGO,2018-09-20 00:00:00+00:00,27.13,11.5,1.9386433627045565,69.2262318948714,0.04820712831750942
AVGO,2019-03-18 00:00:00+00:00,24.73,13.0,0.06659236579365127,67.9347823421912,0.09209852170721339
AVGO,2019-04-11 00:00:00+00:00,26.31,9.5,1.7773659602367287,69.536066899377,0.02453637591250037
AVGO,2020-05-27 00:00:00+00:00,28.98,11.5,0.3471142241320782,62.61575710060407,0.05751057905943623
AVGO,2020-06-01 00:00:00+00:00,27.39,11.5,0.15274106453366332,62.12393526440595,0.048220081873861106
AVGO,2020-06-04 00:00:00+00:00,25.33,13.0,0.5147228440249892,69.92542299228616,0.0909446383454058
AVGO,2020-08-27 00:00:00+00:00,26.01,9.5,1.4814410325382341,67.06861638898712,0.03135369002460306
AVGO,2020-12-21 00:00:00+00:00,27.35,11.5,2.071472045220704,68.33858726253584,0.05035034557173287
AVGO,2021-02-16 00:00:00+00:00,24.54,9.5,0.24701269496633438,67.61168264113991,0.03475794105727822
AVGO,2021-07-12 00:00:00+00:00,31.83,9.5,0.7539585010667897,63.18706547751924,0.03755072187349776
AVGO,2021-07-13 00:00:00+00:00,27.9,9.5,0.7690805575581328,61.53843359767385,0.02267157177393608
AVGO,2021-08-31 00:00:00+00:00,29.21,9.5,0.9051766019826486,63.96845813813065,0.03277717707900597
AVGO,2021-12-08 00:00:00+00:00,25.08,11.5,0.3668729637672461,67.72596486031608,0.0609272991047394
AVGO,2022-12-13 00:00:00+00:00,30.25,13.0,2.3490159251003715,69.23500986886425,0.08599872109613135
AVGO,2023-03-06 00:00:00+00:00,25.8,13.0,0.8666497214568464,68.1025314510404,0.08108310536077235
AVGO,2024-10-09 00:00:00+00:00,26.13,13.0,1.2175709781041264,67.0805984745449,0.08959324758930026
AVGO,2025-10-30 00:00:00+00:00,28.44,13.0,0.3300329548778016,63.737484367067886,0.09346782634862855
AVGO,2025-11-28 00:00:00+00:00,24.59,13.0,1.0632738077741117,68.3067634304153,0.16187056598270777
MU,2013-08-14 00:00:00+00:00,28.21,13.0,0.15473310989258476,64.47694562815482,0.07313524377163673
MU,2013-11-12 00:00:00+00:00,24.42,11.5,0.3481396573552164,66.75890382304064,0.05432901685812674
MU,2013-11-13 00:00:00+00:00,25.65,13.0,0.5220101663525132,69.26836971044659,0.08114245163885878
MU,2014-05-13 00:00:00+00:00,27.52,9.5,2.094126921384462,67.95585204985525,0.03560706161311835
MU,2014-09-30 00:00:00+00:00,31.57,13.0,2.678534322139713,60.53469659115092,0.09807685931002519
MU,2016-06-24 00:00:00+00:00,29.3,11.9,0.9781709514315267,61.839393900231215,0.08278694542468856
MU,2016-08-15 00:00:00+00:00,26.06,14.1,0.6280361171506816,68.97605559375953,0.07697610016764303
MU,2016-08-16 00:00:00+00:00,25.26,11.5,0.7225537788083315,68.35247323796767,0.06975156594457582
MU,2016-12-08 00:00:00+00:00,28.65,13.0,2.0981695207955062,68.64767589254427,0.11796521770050239
MU,2017-03-16 00:00:00+00:00,25.14,9.5,1.067789784924267,67.10941698888993,0.03538776612500453
MU,2018-02-28 00:00:00+00:00,28.5,13.0,2.8940797447613096,66.9796473219394,0.09586883691113367
MU,2018-05-25 00:00:00+00:00,25.83,13.0,0.8897068070711502,69.8542453945353,0.14909162197859646
MU,2019-02-04 00:00:00+00:00,29.26,9.5,1.5500256100709744,63.17501845907673,0.03650186169529825
MU,2019-12-12 00:00:00+00:00,33.88,14.1,1.4124291994836091,63.52392059052552,0.09330771737405023
MU,2019-12-13 00:00:00+00:00,29.81,11.5,1.3609215347973702,64.12714270026,0.06822459993855096
MU,2019-12-17 00:00:00+00:00,26.7,13.0,1.5476786026823262,68.52524269503648,0.11672980798495586
MU,2020-01-08 00:00:00+00:00,27.34,11.5,2.022559142088609,66.76773574400849,0.06954238495804381
MU,2020-01-22 00:00:00+00:00,24.88,9.5,0.17630827930531684,67.09430315947893,0.02868578898465703
MU,2020-06-05 00:00:00+00:00,30.37,14.1,1.0428076390235528,64.8864331862261,0.12126908593411578
MU,2020-11-09 00:00:00+00:00,27.81,13.0,0.839993466041492,67.92752547281239,0.1257291897225784
MU,2021-12-22 00:00:00+00:00,25.07,11.5,0.4987879015683169,65.49611438450856,0.05463432526233032
MU,2024-03-08 00:00:00+00:00,25.87,9.5,0.9223422467877107,68.3203016462183,0.02595903169949797
MU,2025-06-04 00:00:00+00:00,24.96,13.0,0.9275298783058313,69.66079113678603,0.07350798741961334
MU,2025-09-08 00:00:00+00:00,25.85,13.0,0.6452023754219739,66.89786076417238,0.10461305325957858
MU,2025-10-17 00:00:00+00:00,24.33,13.0,0.33643339256744464,69.34738334214715,0.11442735404408648
MU,2025-12-22 00:00:00+00:00,26.14,14.1,0.831133799520606,65.03569999280373,0.16458943946822985
MU,2025-12-23 00:00:00+00:00,27.78,13.0,0.21834576641786022,64.8658846067732,0.18820686142852644
MU,2025-12-26 00:00:00+00:00,24.5,13.0,0.4900233653727641,66.71707915829501,0.1458057536337616
MU,2025-12-30 00:00:00+00:00,25.02,11.5,0.582517581889816,68.35893879963496,0.058419337715552966
MU,2026-06-22 00:00:00+00:00,25.51,14.1,0.8026994368682746,69.76878635758928,0.23407465588174337
NVDA,2013-04-30 00:00:00+00:00,25.64,11.5,1.599517269832554,69.78798640351653,0.06578909531038646
NVDA,2013-05-01 00:00:00+00:00,25.71,9.5,1.284448641491642,66.11152678098321,0.021706689678824134
NVDA,2013-05-16 00:00:00+00:00,27.14,11.5,2.3098703589545586,69.99720088443985,0.05176103316706119
NVDA,2014-01-08 00:00:00+00:00,30.66,9.5,1.7470797270523053,64.87458292249349,0.021223035737115238
NVDA,2014-02-12 00:00:00+00:00,31.43,14.1,2.093583746873319,68.95870210612077,0.09002593684206384
NVDA,2014-06-12 00:00:00+00:00,27.64,9.5,0.5282587870506583,69.63191960455474,0.02953584097241858
NVDA,2014-09-03 00:00:00+00:00,26.37,8.0,1.4870105209204627,65.63555081075283,0.01182494610971998
NVDA,2014-09-05 00:00:00+00:00,26.53,9.5,1.6756311324414113,68.47275324540662,0.02991243316171018
NVDA,2016-09-28 00:00:00+00:00,24.36,9.5,0.37704283375013975,68.34252945362886,0.029601823497351958
NVDA,2016-11-14 00:00:00+00:00,28.64,11.9,4.167012848158528,69.33126455505813,0.17356549923339243
NVDA,2018-08-24 00:00:00+00:00,28.36,13.0,2.5833425505146126,65.87840905454725,0.11191909919819068
NVDA,2018-08-27 00:00:00+00:00,28.75,13.0,3.1776310407000286,68.1057637541304,0.11321865333359273
NVDA,2018-08-28 00:00:00+00:00,27.87,13.0,2.493485663052402,66.18399826013659,0.08313589358985705
NVDA,2019-03-14 00:00:00+00:00,29.85,13.0,1.5754609120940908,61.73024568081078,0.10920571260396933
NVDA,2019-03-20 00:00:00+00:00,26.69,9.5,1.5374189827736267,67.13218591984314,0.03427821070158756
NVDA,2019-09-12 00:00:00+00:00,26.77,9.5,2.1127874673829674,65.99190044505112,0.02520338166846393
NVDA,2019-10-16 00:00:00+00:00,26.24,13.0,1.1965991301493912,66.0425208325857,0.07470544957327732
NVDA,2019-11-05 00:00:00+00:00,24.63,9.5,0.14872704471184747,69.50569545277489,0.03296843013421828
NVDA,2020-02-11 00:00:00+00:00,29.08,13.0,0.5242530106203416,68.95972258564817,0.0840043261885298
NVDA,2020-05-11 00:00:00+00:00,25.32,14.1,0.2845545021088268,66.26279841802204,0.1075556015367004
NVDA,2020-07-07 00:00:00+00:00,24.43,13.0,0.5402754197013272,66.25763116084815,0.0730163193321682
NVDA,2021-02-09 00:00:00+00:00,30.85,11.5,2.1396946468463556,62.19585367207813,0.052114145970462954
NVDA,2021-02-12 00:00:00+00:00,28.22,13.0,2.684601467097444,66.11383023560467,0.1008202807962846
NVDA,2021-04-16 00:00:00+00:00,28.06,13.0,2.602696029753914,69.23195005368882,0.1050347052003924
NVDA,2021-08-23 00:00:00+00:00,27.36,14.1,0.3496252264784329,68.34288984213242,0.10065147061052657
NVDA,2021-08-24 00:00:00+00:00,24.76,13.0,0.08957109554853351,66.41577390058265,0.1200022151337505
NVDA,2021-08-26 00:00:00+00:00,24.56,13.0,0.22481977882694504,67.03711905382399,0.11465800470317548
NVDA,2022-08-05 00:00:00+00:00,27.83,11.5,0.9573044618534405,64.1989372733452,0.04547697050602683
NVDA,2022-12-14 00:00:00+00:00,28.58,13.0,0.43286347102549283,63.01651368040306,0.09640181828380107
NVDA,2023-02-24 00:00:00+00:00,27.36,11.5,1.0188764323089254,63.831157398958986,0.05835803906771345
NVDA,2023-03-17 00:00:00+00:00,27.86,13.0,0.5312218932450152,68.34085390222643,0.12018297848966596
NVDA,2023-03-20 00:00:00+00:00,24.81,13.0,0.6727214575128916,69.04349847783679,0.12775413874485367
NVDA,2024-01-09 00:00:00+00:00,30.57,13.0,1.6880527282696818,69.29732039235432,0.10322227367631712
NVDA,2024-10-08 00:00:00+00:00,26.51,14.1,1.4962601903087094,66.06283498869666,0.13581203670443784
NVDA,2024-10-09 00:00:00+00:00,24.32,13.0,0.46510429323470903,65.66022848510087,0.11611296752270198
NVDA,2024-10-11 00:00:00+00:00,22.8,13.0,0.5597880453686028,67.55671052225176,0.07909086443704426
NVDA,2024-10-22 00:00:00+00:00,26.39,13.0,2.04375565306467,69.92706376303384,0.09110945639583969
NVDA,2024-11-07 00:00:00+00:00,24.77,13.0,0.374482572866018,67.59685453351489,0.1214224497912682
NVDA,2024-11-08 00:00:00+00:00,24.13,13.0,0.45331185584052375,65.37815530111217,0.09032487446005691
TSM,2013-05-01 00:00:00+00:00,25.79,9.5,1.6418294025792681,67.4643182293714,0.036334215762832245
TSM,2013-05-03 00:00:00+00:00,25.84,11.5,1.5475930331699481,68.79639273284022,0.047490192536567805
TSM,2013-10-16 00:00:00+00:00,28.55,11.5,0.996744108390982,65.77281885527188,0.05909579893226834
TSM,2014-02-28 00:00:00+00:00,29.94,9.5,0.8257516191526052,64.07199115331332,0.01860218109901706
TSM,2014-03-03 00:00:00+00:00,29.46,9.5,1.0963751369374646,62.75019938278422,0.019219679726436525
TSM,2015-02-17 00:00:00+00:00,27.29,13.0,0.6555646293033671,64.54952298644346,0.09263339802956692
TSM,2015-10-08 00:00:00+00:00,26.18,11.5,1.8691764469577596,69.90233996911041,0.06663470291219595
TSM,2015-11-05 00:00:00+00:00,27.81,11.5,0.40797723611565656,62.45421880996098,0.05316268003224732
TSM,2016-07-01 00:00:00+00:00,26.53,13.0,2.213401037612051,69.65914374801989,0.07187604896479181
TSM,2016-07-12 00:00:00+00:00,25.71,9.5,0.7989308296337493,68.06843020711442,0.027037274167107023
TSM,2016-10-10 00:00:00+00:00,27.54,9.5,0.775714496902661,67.14313425914334,0.01822913310971272
TSM,2017-01-24 00:00:00+00:00,31.3,11.5,2.250057476728289,64.34515763273725,0.04051312543328035
TSM,2017-01-25 00:00:00+00:00,28.15,11.5,2.12285518171228,68.45226977593367,0.06171600120435737
TSM,2017-01-26 00:00:00+00:00,27.66,11.5,2.266163722299029,65.15332587300672,0.04994927690131865
TSM,2017-02-17 00:00:00+00:00,26.49,11.5,1.3857537628017864,67.91402243310783,0.05307699548964884
TSM,2017-08-08 00:00:00+00:00,26.17,9.5,0.07925350523800018,62.27601881267386,0.023995578257223326
TSM,2017-09-08 00:00:00+00:00,28.57,8.0,0.4243126837513412,64.12978216272353,0.014336090654947719
TSM,2017-09-12 00:00:00+00:00,24.54,9.5,0.24547559747119715,67.89506237268733,0.027408312252392854
TSM,2018-08-30 00:00:00+00:00,24.74,11.5,0.0761531367612687,68.474644182111,0.06833795670461566
TSM,2019-03-22 00:00:00+00:00,29.18,9.5,0.8886643465322563,62.48623667397893,0.019671702627966352
TSM,2019-04-02 00:00:00+00:00,25.84,9.5,1.3217212285736863,65.34956097165946,0.02153451880024709
TSM,2019-04-15 00:00:00+00:00,24.94,8.0,0.9581672396128471,69.99961155340287,0.005190145470646829
TSM,2019-09-27 00:00:00+00:00,30.75,9.5,2.062886635328759,61.966418462512316,0.03738316287702925
TSM,2019-10-08 00:00:00+00:00,28.64,8.0,3.236083214308983,68.47173768791197,0.014198051259687683
TSM,2020-07-07 00:00:00+00:00,26.51,13.0,1.934863287848773,69.07984699271825,0.0766094028810884
TSM,2020-07-28 00:00:00+00:00,28.15,11.9,2.6343182601962942,69.74348361910968,0.13434590308988023
TSM,2020-11-17 00:00:00+00:00,28.11,11.9,0.08142379687181113,62.737600673062786,0.09183173746424962
TSM,2020-12-08 00:00:00+00:00,26.52,11.5,1.4108834368889236,69.12109755211046,0.047392359068401196
TSM,2021-07-13 00:00:00+00:00,32.41,9.5,1.1896590773608877,64.1396155431515,0.0320700407937019
TSM,2021-07-14 00:00:00+00:00,26.98,11.5,1.7562270725783677,65.0456609048517,0.05192406718485045
TSM,2024-05-23 00:00:00+00:00,25.0,9.5,0.2665916388029312,67.82432212131638,0.031925606720090365
TSM,2024-10-18 00:00:00+00:00,27.54,11.5,2.173384950530469,66.25644360193775,0.052251005933446414
TSM,2025-01-23 00:00:00+00:00,23.53,13.0,0.05273147881793713,65.23295838000638,0.08617012104771772
TSM,2025-06-05 00:00:00+00:00,25.82,9.5,0.8863448956083256,69.00759497997048,0.031397437242667275
TSM,2025-07-18 00:00:00+00:00,24.95,11.5,0.23341113742755643,66.99218397107114,0.04340275348159264
TSM,2025-09-09 00:00:00+00:00,29.97,13.0,0.5902913452581783,64.21010456684314,0.09864711272772626
TSM,2025-09-11 00:00:00+00:00,26.77,13.0,1.910834823634166,68.19342671468044,0.10076091540727437
TSM,2026-01-05 00:00:00+00:00,29.02,11.5,2.0297653901545822,69.36330247958918,0.06409326472629863
TSM,2026-02-10 00:00:00+00:00,26.85,13.0,1.7867053199148037,67.23752910253845,0.07791510701844004
TSM,2026-02-12 00:00:00+00:00,27.88,13.0,2.429092304949169,66.90950810439344,0.11299243344716861
